cod;value
0416080057;EXCISAO PARCIAL DE LABIO C/ ENXERTO LIVRE EM ONCOLOGIA
0416080065;EXTIRPACAO E SUPRESSAO MULTIPLA DE LESAO DA PELE E TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA
0416080073;MAXILECTOMIA C/ OU S/ ESVAZIAMENTO ORBITARIO EM ONCOLOGIA
0416080081;RECONSTRUCAO C/ RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA
0416080090;RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) EM ONCOLOGIA
0416080103;RESSECCAO AMPLIADA DE TUMORES DE PARTES MOLES EM ONCOLOGIA
0416080111;RECONSTRUCAO C/ RETALHO OSTEOMIOCUTANEO EM ONCOLOGIA
0416080120;EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA
0416090010;AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA
0416090028;AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES EM ONCOLOGIA
0416090036;HEMIPELVECTOMIA EM ONCOLOGIA
0416090044;DESARTICULACAO INTERESCAPULO-MAMO-TORACICA EM ONCOLOGIA
0416090052;DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA
0416090060;RESSECCAO DE PARTES MOLES DAS EXTREMIDADES C/ RECONSTRUCAO EM ONCOLOGIA
0416090079;SACRALECTOMIA (ENDOPELVECTOMIA) EM ONCOLOGIA
0416090087;RESSECCAO DE TUMOR E RECONSTRUCAO C/ ENXERTO EM ONCOLOGIA
0416090095;RESSECCAO DE TUMOR MALIGNO DO OSSO TEMPORAL EM ONCOLOGIA
0416090109;RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUÇÃO E FIXAÇÃO EM ONCOLOGIA
0416090117;DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA
0416090125;DESARTICULACAO ESCAPULO-TORACICA INTERNA EM ONCOLOGIA
0416090133;RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA
0416110010;LOBECTOMIA PULMONAR EM ONCOLOGIA
0416110029;PNEUMOMECTOMIA RADICAL EM ONCOLOGIA
0416110037;TORACECTOMIA COMPLEXA EM ONCOLOGIA
0416110045;TORACECTOMIA SIMPLES EM ONCOLOGIA
0416110053;TORACOTOMIA EXPLORADORA EM ONCOLOGIA
0416110061;SEGMENTECTOMIA PULMONAR EM ONCOLOGIA
0416110070;RESSECÇAO PULMONAR EM CUNHA EM ONCOLOGIA
0416110088;TIMECTOMIA EM ONCOLOGIA
0416120016;EXTIRPACAO DE MAMILO EM ONCOLOGIA
0416120024;MASTECTOMIA RADICAL C/ LINFADENECTOMIA AXILAR EM ONCOLOGIA
0416120032;MASTECTOMIA SIMPLES EM ONCOLOGIA
0416120040;RESSECCAO DE LESAO NAO PALPAVEL DE MAMA COM MARCACAO EM ONCOLOGIA (POR MAMA)
0416120059;SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA
0416130011;EXTIRPACAO DE TUMOR DA FARINGE EM ONCOLOGIA
0416130020;EXTIRPACAO DE TUMOR DO CAVUM EM ONCOLOGIA
0416130038;LARINGECTOMIA PARCIAL EM ONCOLOGIA
0416130046;LARINGECTOMIA TOTAL C/ ESVAZIAMENTO CERVICAL EM ONCOLOGIA
0416130054;LARINGECTOMIA TOTAL EM ONCOLOGIA
0416130062;MANDIBULECTOMIA PELVI-GLOSO EM ONCOLOGIA
0417010010;ANESTESIA OBSTETRICA P/ CESARIANA
0417010028;ANALGESIA OBSTETRICA P/ PARTO NORMAL
0417010036;ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO
0417010044;ANESTESIA GERAL
0417010052;ANESTESIA REGIONAL
0417010060;SEDACAO
0418010013;CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE)
0418010021;CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTO AUTOLOGO
0418010030;CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE
0418010048;IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE
0418010056;IMPLANTE DE CATETER DUPLO LUMEN NA IRA (INCLUI CATETER)
0418010064;IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE
0418010072;IMPLANTE DE CATETER TENCKHOFF OU SIMILAR DE LONGA PERMANÊNCIA NA IRA (INCLUI CATETER)
0418010080;IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC
0418010099;IMPLANTE DE CATETER TIPO TENCKOFF OU SIMILAR P/DPI
0418020019;INTERVENCAO EM FISTULA ARTERIO-VENOSA
0418020027;LIGADURA DE FISTULA ARTERIO-VENOSA
0418020035;RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA
0501010017;COLETA DE SANGUE EM HEMOCENTRO P/ EXAMES DE HISTOCOMPATIBILIDADE (CADASTRO DE DOADOR NO REDOME)
0501010025;IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)
0501010033;IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)
0501010041;IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 3A FASE (POR DOADOR TIPADO)
0501010050;IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)
0501010068;IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)
0501010076;IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULA TRONCOHEMATOPOETICA CADASTRADOS NO REDOME/INCA - COMPLE
0501010084;IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICA DE DOADORES CADASTRADOS NO REDOME
0501010092;CONFIRMACAO DE TIPIFICACAO DE DOADOR DE MEDULA OSSEA OU DE OUTROS PRECURSORES HEMATOPOETICO - 3¦ FAS
0501020012;IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE
0501020020;IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE
0501020039;CONFIRMAÇAO DE TIPIFICAÇÃO DE RECEPTOR DE MEDULA OSSEA OU DE OUTROS PRECURSORES HEMATOPOETICOS - 3¦
0501030018;COLETA, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOIETICAS DE MEDULA OSSE
0501030026;FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOETICAS DE CORDAO
0501030034;FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE LINFOCITOS DE DOADOR NAO APARENTADO P/
0501030042;IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR D
0501030050;IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR D
0501030069;COLETA E ACONDICIONAMENTO DE MEDULA OSSEA NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENT
0501030077;MOBILIZAÇÃO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRAS
0501030085;TRANSPORTE DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL DE DOA
0501030093;PROCESSAMENTO DE CRIOPRESEVAÇÃO DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFE
0501030107;FORNECIMENTO E ACONDICIONAMENTO E TRANSPORTE NO BRASIL DE LINFOCITOS DE DOADOR NAO APARENTADO
0501030115;COLETA, IDENTIFICAÇÃO, TESTES DE SEGURANÇA, PROCESSAMENTO, ARMAZENAGEM E FORNECIMENTO DE CELULAS TRO
0501030123;TRANPORTE DE UNIDADE DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL E PLACENTARIO NO
0501040013;AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH)
0501040021;IDENTIFICACAO DE DOADOR FALECIDO DE RIM / PANCREAS E RIM-PANCREAS
0501040030;IDENTIFICACAO DE DOADOR VIVO DE RIM 1A FASE (POR DOADOR TIPADO)
0501040048;IDENTIFICACAO DE DOADOR VIVO DE RIM 2A FASE (POR DOADOR TIPADO)
0501040056;PROVA CRUZADA EM DOADOR VIVO CONTRA LINFOCITOS T OU B C/ ABSORCAO DE PLAQUETAS (CROSS MATCH)
0501040064;PROVAS CRUZADAS EM DOADOR FALECIDO (CROSS MATCH)
0501040072;PROVAS CRUZADAS EM DOADOR VIVO DE RIM (CROSS MATCH)
0501050019;AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL DE CLASSE I OU CLASSE II (MINIMO 30 INFãCITOS)
0501050027;IDENTIFICACAO DE RECEPTOR DE RIM / PANCREAS E RIM-PANCREAS
0501050035;AVALIAÇÃO DE REATIVIDADE CONTRA PAINEL-CLASSE I ou CLASSE II (m¡nimo 30 linf¢citos)
0501050043;EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES
0501060014;ANGIOGRAFIA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA (4 VASOS)
0501060022;CINTILOGRAFIA RADIOISOTOPICA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA
0501060030;ECO DOPPLER COLORIDO CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA
0501060049;ELETROENCEFALOGRAMA P/ DIAGNOSTICO DE MORTE ENCEFALICA
0501060057;EXAME COMPLEMENTAR PARA DIAGNÓSTICO DE MORTE ENCEFÁLICA
0501070010;SOROLOGIA DE POSSIVEL DOADOR DE CORNEA E ESCLERA
0501070028;SOROLOGIA DE POSSIVEL DOADOR DE ORGAO OU TECIDO EXCETO CORNEA
0501070036;TIPAGEM SANGUINEA ABO E OUTROS EXAMES HEMATOLOGICOS EM POSSIVEL DOADOR DE ORGAOS
0501070044;EXAMES PARA A INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE CORACAO
0501070052;EXAMES PARA INCLUSÇO EM LISTA DE CANDIDATOS A TRANSPLANTE DE FIGADO
0501070060;EXAMES PARA INCLUSÇO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PÂNCREAS, PULMÇO OU RIM
0501070079;EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE CONJUGADO DE PANCREAS E RIM
0501070087;EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE RIM, FIGADO OU PULMÇO - 1¦ Fase.
0501070095;EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE FIGADO-COMPLEMENTAÇÃO DA 1¦ Fase.
0501070109;EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE RIM- COMPLEMENTAÇÃO DA 1¦ Fase.
0501070117;EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE PULMÇO-COMPLEMENTAÇÃO DA 1¦ Fase.
0501080015;BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO
0501080023;CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO
0501080031;DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO)
0501080040;DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO)
0501080058;DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO)
0501080066;EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO
0501080074;EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO
0501080082;SOROLOGIA EM PACIENTE TRANSPLANTADO
0501080090;ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO
0501080104;DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO)
0502010010;AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS
0502010029;AVALIAÇÃO CLINICA DE MORTE ENCEFÁLICA EM MENOR DE 2 ANOS
0503010014;AÇåES RELACIONADAS A DOAÇÃO DE ÓRGÇOS E TECIDOS PARA TRANSPLANTE
0503010022;AÇåES RELACIONADAS A DOAÇÃO DE ÓRGÇOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SA
0503010030;CAPTACÇO DE ORGAO EFETIVAMENTE TRANSPLANTADO
0503020010;HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO)
0503020028;NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE
0503030015;MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS
0503030023;RETIRADA DE CORAÇÃO (PARA TRANSPLANTE)
0503030031;RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE
0503030040;RETIRADA DE FÍGADO (PARA TRANSPLANTE)
0503030058;RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE)
0503030066;RETIRADA DE PÂNCREAS (PARA TRANSPLANTE)
0503030074;RETIRADA DE PULMåES (PARA TRANSPLANTE)
0503030082;RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO
0503030090;RETIRADA DE TECIDO ÓSTEO -FASCIO-CONDRO- LIGAMENTOSO
0503030104;RETIRADA DE PELE PARA TRANSPLANTE
0503040010;COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE
0503040029;DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS
0503040037;DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL
0503040045;DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÇOS
0503040053;ENTREVISTA FAMILIAR P/ DOAÇÃO DE ORGAOS DE DOADORES EM MORTE ENCEFÁLICA
0503040061;ENTREVISTA FAMILIAR PARA DOAÇÃO DE TECIDOS DE DOADORES COM CORAÇÃO PARADO
0503040088;CAPTAÇÃO DE ÓRGÇO EFETIVAMENTE TRANSPLANTADO
0504010018;CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA
0504010026;PROCESSAMENTO DE CORNEA / ESCLERA
0504010034;SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA
0504020013;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR)
0504020021;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR)
0504020030;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR)
0504020048;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR)
0504020056;PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR)
0504030019;PROCESSAMENTO DE TUBO VALVADO CARDIACO HUMANO
0504030027;PROCESSAMENTO DE VALVULA CARDIACA HUMANA
0504040014;PROCESSAMENTO DE PELE EM GLICEROL (ATÉ 1000 CMý) PARA ADULTO
0504040022;PROCESSAMENTO DE PELE EM GLICEROL ( ATÉ 500 CMý) INFANTIL
0505010011;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO
0505010020;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO
0505010038;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE APARENTADO
0505010046;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE NAO APARENTA
0505010054;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - APARENTADO
0505010062;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - NAO APARENTADO
0505010070;TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -
0505010089;TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -
0505010097;TRANSPLANTE DE CORNEA
0505010100;TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS)
0505010119;TRANSPLANTE DE CORNEA (EM REOPERACOES)
0505010127;TRANSPLANTE DE ESCLERA
0505020017;PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO
0505020025;PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO
0505020033;PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE SIMULTANEO DE PANCREAS E RIM
0505020041;TRANSPLANTE DE CORACAO
0505020050;TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)
0505020068;TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)
0505020076;TRANSPLANTE DE PANCREAS
0505020084;TRANSPLANTE DE PULMAO UNILATERAL
0505020092;TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)
0505020106;TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)
0505020114;TRANSPLANTE SIMULTANEO DE PANCREAS E RIM
0505020122;TRANSPLANTE DE PULMÇO BILATERAL
0505020130;TRANSPLANTE DE FIGADO EM FEBRE AMARELA
0506010015;ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORNEA
0506010023;ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM FIGADO CORACAO PULMAO CELULAS-TRONCO HEMATOPOETICA
0506010031;ACOMPANHAMENTO DE DOADOR VIVO POS-DOAÇAO DE FIGADO, PULMAO OU RIM
0506010040;ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE ÓRGÇOS
0506010058;AVALIAÇÃO DO POSSÍVEL DOADOR FALECIDO DE ORGÇOS OU TECIDOS PARA TRANSPLANTES
0506020010;INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS - NAO APARENTADO (HOSPITAL
0506020029;INTERCORRENCIA POS-TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS (HOSPITAL DIA)
0506020037;TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTAD
0506020045;TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÇOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
0506020053;TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE RIM - PÓS TRANSPLANTE CRÍTICO
0506020061;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE CORAÇÃO- PÓS TRANSPLANTE CRÍTICO
0506020070;TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÇO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO
0506020088;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE SIMULTANEO DE RIM/PÇNCREAS OU PÂNCREAS ISOLADO- PÓS TRA
0506020096;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
0506020100;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPL
0506020118;TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE AUTOLÓGO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLA
0506020126;TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE FÍGADO EM FEBRE AMARELA - PÓS -TRANSPLANTE CRÍTICO
0601010019;ADALIMUMABE (A) 40 MG INJETAVEL- SERINGA PREENCHIDA (POR TRATAMENTO MENSAL)
0601010027;ETANERCEPTE (A)25 MG INJETAVEL -FRASCO-AMPOLA (POR TRATAMENTO MENSAL)
0601010035;INFLIXIMABE (A)10 MG/ML 10 ML INJETAVEL (FRASCO-AMPOLA- POR TRATAMENTO MENSAL)
0601010043;INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA 10 ML)
0601010051;ETANERCEPTE 50MG INJETAVEL- FRASCO AMPOLA (POR TRATAMENTO MENSAL)
0601020014;RILUZOL 50 MG (POR COMPRIMIDO)
0601030010;HIDROXIUREIA 500 MG (POR CAPSULA)
0601030028;SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML)
0601040015;ALFAEPOETINA 1.000 UI INJETAVEL (POR FRASCO-AMPOLA)
0601040023;ALFAEPOETINA 10.000 UI INJETAVEL (POR FRASCO-AMPOLA)
0601040031;ALFAEPOETINA 2.000 UI INJETAVEL (POR FRASCO-AMPOLA)
0601040040;ALFAEPOETINA 3.000 UI INJETAVEL (POR FRASCO-AMPOLA)
0601040058;ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA)
0601050010;BECLOMETASONA (C) 200 MCG (POR CAPSULA INALANTE)
0601050029;BECLOMETASONA (C) 200 MCG PO INALANTE (POR FRASCO DE 100 DOSES)
0601050037;BECLOMETASONA (C) 250 MCG SPRAY (POR FRASCO DE 200 DOSES)
0601050045;BECLOMETASONA (C) 400 MCG (POR CAPSULA INALANTE)
0601050053;BECLOMETASONA (C) 400 MCG PO INALANTE (POR FRASCO DE 100 DOSES)
0601050061;BUDESONIDA (C) 200 MCG (POR CAPSULA INALANTE)
0601050070;BUDESONIDA (C) 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES)
0601050088;FENOTEROL (B) 200 MCG AEROSSOL (POR FRASCO DE 300 DOSES)
0601050096;FORMOTEROL (D) 12 MCG (POR CAPSULA INALANTE)
0601050100;FORMOTEROL (D) 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
0601050118;FORMOTEROL 12 MCG + BUDESONIDA 400 MCG (POR CAPSULA INALANTE)
0601050126;FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
0601050134;FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
0601050142;FORMOTEROL 6MCG + BUDESONIDA 200 MCG (POR CAPSULA INALANTE)
0601050150;SALBUTAMOL (B)100 MCG AEROSSOL (POR FRASCO DE 200 DOSES)
0601050169;SALMETEROL (D) 50 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO DE 60 DOSES)
0601060016;CIPROFLOXACINA 250 MG (POR COMPRIMIDO)
0601060024;CIPROFLOXACINA 500 MG (POR COMPRIMIDO)
0601070011;GABAPENTINA 300 MG (POR CAPSULA)
0601070020;GABAPENTINA 400 MG (POR CAPSULA)
0601070038;LAMOTRIGINA 100 MG (POR COMPRIMIDO)
0601070046;LAMOTRIGINA 25 MG (POR COMPRIMIDO)
0601070054;TOPIRAMATO 100 MG (POR COMPRIMIDO)
0601070062;TOPIRAMATO 25 MG (POR COMPRIMIDO)
0601070070;TOPIRAMATO 50 MG (POR COMPRIMIDO)
0601070089;VIGABATRINA 500 MG (POR COMPRIMIDO)
0601080017;CLOROQUINA (E) 150 MG (POR COMPRIMIDO)
0601080025;HIDROXICLOROQUINA (E) 400 MG (POR COMPRIMIDO)
0601080033;METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA)
0601090012;MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) -POR DOSE
0601090020;MESALAZINA 1000 MG (POR SUPOSITORIO)
0601090039;MESALAZINA 250 MG (POR SUPOSITORIO)
0601090047;MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE
0601090055;MESALAZINA 400 MG (POR COMPRIMIDO)
0601090063;MESALAZINA 500 MG (POR COMPRIMIDO)
0601090080;MESALAZINA 800 MG - POR COMPRIMIDO
0601090098;SULFASSALAZINA 500 MG (POR COMPRIMIDO)
0601090101;MESALAZINA 500 MG (POR SUPOSITORIO)
0601100018;AMANTADINA 100 MG (POR COMPRIMIDO)
0601100026;BIPERIDENO 2 MG (POR COMPRIMIDO)
0601100034;BIPERIDENO 4 MG (POR COMPRIMIDO)
0601100042;ENTACAPONA (F) 200 MG (POR COMPRIMIDO)
0601100050;LEVODOPA 100 MG + BENSERAZIDA 25 MG (POR CAPSULA OU COMPRIMIDO)
0601100069;LEVODOPA 200 MG + BENSERAZIDA 50 MG (POR COMPRIMIDO)
0601100077;LEVODOPA 200 MG + CARBIDOPA 50 MG (POR CAPSULA OU COMPRIMIDO)
0601100085;LEVODOPA 250MG + CARBIDOPA 25 MG (POR COMPRIMIDO)
0601100093;PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)
0601100107;PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)
0601100115;PRAMIPEXOL 1 MG (POR COMPRIMIDO)
0601100123;SELEGILINA 10 MG (POR COMPRIMIDO)
0601100131;SELEGILINA 5 MG (POR COMPRIMIDO)
0601100140;TOLCAPONA (F) 100 MG (POR COMPRIMIDO)
0601100158;TOLCAPONA (F) 200 MG (POR COMPRIMIDO)
0601100166;TRIEXIFENIDILA 5 MG (POR COMPRIMIDO)
0601110013;CLOZAPINA 100 MG (POR COMPRIMIDO)
0601110021;CLOZAPINA 25 MG (POR COMPRIMIDO)
0601110030;OLANZAPINA (G) 10 MG (POR COMPRIMIDO)
0601110048;OLANZAPINA (G) 5 MG (POR COMPRIMIDO)
0601110056;QUETIAPINA (G) 100 MG (POR COMPRIMIDO)
0601110064;QUETIAPINA (G) 25 MG (POR COMPRIMIDO)
0601110072;QUETIAPINA (G) 200 MG (POR COMPRIMIDO)
0601110080;RISPERIDONA 1 MG (POR COMPRIMIDO)
0601110099;RISPERIDONA 2 MG (POR COMPRIMIDO)
0601110102;ZIPRASIDONA (G) 80 MG (POR CAPSULA)
0601110110;ZIPRASIDONA (G) 40 MG (POR CAPSULA)
0601120019;LAMIVUDINA 10 MG/ML SOLUCAO ORAL (FRASCO DE 240 ML)
0601120027;LAMIVUDINA 150 MG (POR COMPRIMIDO)
0601120035;RIBAVIRINA 250 MG (POR CAPSULA)
0601120051;ADEFOVIR 10MG (POR COMPRIMIDO)
0601120060;ENTECAVIR 0,5 MG (POR COMPRIMIDO)
0601120078;TENOFOVIR 300 MG (1000MG)
0601130014;TOXINA BOTULINICA TIPO A (H) 100 UI INJETAVEL (POR FRASCO-AMPOLA)
0601130022;TOXINA BOTULINICA TIPO A (H) 500 UI INJETAVEL (POR FRASCO-AMPOLA)
0601140010;ACITRETINA 10 MG (POR CAPSULA)
0601140028;ACITRETINA 25 MG (POR CAPSULA)
0601140036;ISOTRETINOINA 10 MG (POR CAPSULA)
